total,pde,data,ic,bc,amplitude,lr
0.059634625911712646,1165087.375,0.0005817799246869981,0.0014291482511907816,0.0014355938183143735,0.002426190534606576,0.001
0.05479664355516434,1160979.25,0.0005333914305083454,0.0014110251795500517,0.0014544056029990315,0.0024785110726952553,0.001
0.05756016820669174,1147418.0,0.0005614855908788741,0.0013050396228209138,0.001468782196752727,0.0024699901696294546,0.001
0.055615607649087906,1247349.125,0.0005417067441157997,0.001403764239512384,0.0014388798736035824,0.002360915532335639,0.001
0.053023435175418854,1097340.5,0.0005158990970812738,0.001432692282833159,0.0013861071784049273,0.0024126796051859856,0.001
0.0543852336704731,1149420.75,0.0005294772563502192,0.0013590571470558643,0.0014662353787571192,0.002485703444108367,0.001
0.05138693004846573,1111647.375,0.0004998057265765965,0.0013254738878458738,0.0014369478449225426,0.0025146661791950464,0.001
0.051556315273046494,1127502.5,0.000502152310218662,0.0012977801961824298,0.0013358149444684386,0.002429051324725151,0.001
0.053287941962480545,1175384.875,0.000519351742696017,0.0012499804142862558,0.0014071862678974867,0.002418342512100935,0.001
0.05022282153367996,1101973.5,0.000488964666146785,0.0012601675698533654,0.001343440031632781,0.0024552098475396633,0.001
0.05049904063344002,1161630.875,0.0004912112490274012,0.0012983866035938263,0.0014086985029280186,0.0024375140201300383,0.001
0.050003811717033386,1055917.375,0.00048645149217918515,0.001309531508013606,0.0013602771796286106,0.0023760369513183832,0.001
0.04884107783436775,1059378.75,0.0004746049817185849,0.0013541275402531028,0.0013595505151897669,0.0023741798941046,0.001
0.04851855710148811,1031429.125,0.00047226340393535793,0.0012462998274713755,0.0012889942154288292,0.0024570149835199118,0.001
0.04897439852356911,1117201.25,0.0004764254263136536,0.001289124833419919,0.0013259697007015347,0.002430602442473173,0.001
0.04788867384195328,1064086.125,0.000466099358163774,0.0012597759487107396,0.0012502078898251057,0.0023749819956719875,0.001
0.047318555414676666,1011687.4375,0.0004603878187481314,0.0012129340320825577,0.001297993236221373,0.0024310024455189705,0.001
0.04653894528746605,1020813.5,0.0004532475722953677,0.001160089741460979,0.0012212495785206556,0.0023519538808614016,0.001
0.046905241906642914,1042271.5625,0.0004562287649605423,0.0012297661742195487,0.0012860557762905955,0.0024455375969409943,0.001
0.046903371810913086,1042628.6875,0.00045642026816494763,0.00117689638864249,0.0012988656526431441,0.002346405992284417,0.001
0.04704191908240318,1066818.75,0.00045819251681677997,0.001167125883512199,0.0012299633817747235,0.002412227215245366,0.001
0.04527134820818901,1055299.75,0.00044035902828909457,0.0012011303333565593,0.0012204342056065798,0.0024662006180733442,0.001
0.04637719318270683,970365.9375,0.0004518291389103979,0.001126612420193851,0.001213952200487256,0.0023998194374144077,0.001
0.04423333704471588,1015506.0625,0.0004303637833800167,0.0011611983645707369,0.001185550820082426,0.002358646597713232,0.001
0.04573465511202812,966856.9375,0.00044522099778987467,0.00114208844024688,0.0012342424597591162,0.0024389091413468122,0.001
0.04409469664096832,1060525.25,0.0004282876616343856,0.0011881025275215507,0.0012958202278241515,0.0023971511982381344,0.001
0.0451805517077446,1011520.0625,0.0004398575983941555,0.0011487384326756,0.0011921538971364498,0.0024343032855540514,0.001
0.04306088387966156,1079433.25,0.000418789975810796,0.0011326627572998405,0.001183384214527905,0.0023864684626460075,0.001
0.04310339689254761,975348.0625,0.00041911209700629115,0.0010948186973109841,0.0012418635888025165,0.0023845629766583443,0.001
0.04262903332710266,913042.6875,0.0004140104865655303,0.0011556644458323717,0.001253863563761115,0.0023220591247081757,0.001
0.04287165403366089,1024402.75,0.00041747308569028974,0.0010695982491597533,0.0011317789321765304,0.0023654785472899675,0.001
